AccNum	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI
BAH54997.1	DUF3046	-	DUF3046	64	ROP_67500	Rhodococcus opacus B4	bacteria>actinobacteria	hypothetical protein ROP_67500 [Rhodococcus opacus B4]	226244649
BAJ29283.1	DUF3046	SIG	DUF3046	64	KSE_34760	Kitasatospora setae KM-6054	bacteria>actinobacteria	hypothetical protein KSE_34760 [Kitasatospora setae KM-6054]	311896875
BAJ31129.1	DUF3046	-	DUF3046	64	KSE_53540	Kitasatospora setae KM-6054	bacteria>actinobacteria	hypothetical protein KSE_53540 [Kitasatospora setae KM-6054]	311898721
BAK35128.1	DUF3046	-	DUF3046	64	MLP_21140	Microlunatus phosphovorus NM-1	bacteria>actinobacteria	hypothetical protein MLP_21140 [Microlunatus phosphovorus NM-1]	334685543
BAP97842.1	DUF3046	-	DUF3046	64	MMASJCM_3066	Mycobacterium abscessus subsp. bolletii CCUG 48898 = JCM 15300	bacteria>actinobacteria	hypothetical protein MMASJCM_3066 [Mycobacterium abscessus subsp. bolletii CCUG 48898 = JCM 15300]	731178205
BAQ06860.1	DUF3046	-	DUF3046	64	KURONO_3077	Mycobacterium tuberculosis str. Kurono	bacteria>actinobacteria	hypothetical protein KURONO_3077 [Mycobacterium tuberculosis str. Kurono]	737519186
CAA15872.1	DUF3046	-	DUF3046	64	SC4H8.05	Streptomyces coelicolor A3(2)	bacteria>actinobacteria	hypothetical protein SC4H8.05 [Streptomyces coelicolor A3(2)]	2687331
CAJ64352.1	DUF3046	-	DUF3046	64	FRAAL5720	Frankia alni ACN14a	bacteria>actinobacteria	conserved hypothetical protein [Frankia alni ACN14a]	111152611
CAM63139.1	DUF3046	-	DUF3046	64	MAB_3061c	Mycobacterium abscessus ATCC 19977	bacteria>actinobacteria	Conserved hypothetical protein [Mycobacterium abscessus ATCC 19977]	169242111
CBG69604.1	DUF3046	-	DUF3046	64	SCAB_24971	Streptomyces scabiei 87.22	bacteria>actinobacteria	conserved hypothetical protein [Streptomyces scabiei 87.22]	260646507
CBH48031.1	DUF3046	-	DUF3046	64	REQ_19690	Rhodococcus equi 103S	bacteria>actinobacteria	conserved hypothetical protein [Rhodococcus equi 103S]	311888719
CBL56832.1	DUF3046	-	DUF3046	64	PFREUD_13140	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	bacteria>actinobacteria	Hypothetical protein PFREUD_13140 [Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1]	296922260
CCB77231.1	DUF3046	-	DUF3046	64	SCAT_4543	Streptomyces cattleya NRRL 8057 = DSM 46488	bacteria>actinobacteria	conserved protein of unknown function [Streptomyces cattleya NRRL 8057 = DSM 46488]	337768518
CCG04543.1	DUF3046	-	DUF3046	64	BLASA_3686	Blastococcus saxobsidens DD2	bacteria>actinobacteria	conserved protein of unknown function [Blastococcus saxobsidens DD2]	378784872
CCH28999.1	DUF3046	-	DUF3046	64	BN6_16770	Saccharothrix espanaensis DSM 44229	bacteria>actinobacteria	hypothetical protein BN6_16770 [Saccharothrix espanaensis DSM 44229]	407881356
CCH89703.1	DUF3046	-	DUF3046	64	MODMU_4308	Modestobacter marinus	bacteria>actinobacteria	conserved protein of unknown function [Modestobacter marinus]	388488132
CKH69345.1	DUF3046	-	DUF3046	64	ERS451418_02706	Mycobacterium smegmatis	bacteria>actinobacteria	Protein of uncharacterised function (DUF3046) [Mycobacterium smegmatis]	777216780
CQR61368.1	DUF3046	-	DUF3046	64	sle_19060	Streptomyces leeuwenhoekii	bacteria>actinobacteria	Conserved Hypothetical Protein [Streptomyces leeuwenhoekii]	822877578
CRK55743.1	DUF3046	SIG	DUF3046	64	-	Alloactinosynnema sp. L-07	bacteria>actinobacteria	hypothetical protein [Alloactinosynnema sp. L-07]	886828071
CRY73271.1	DUF3046	-	DUF3046	64	ERS450000_00050	Nocardia farcinica	bacteria>actinobacteria	Protein of uncharacterised function (DUF3046) [Nocardia farcinica]	873548216
CUM38048.1	DUF3046	-	DUF3046	64	BN2537_5061	Streptomyces venezuelae	bacteria>actinobacteria	FIG01124460: hypothetical protein [Streptomyces venezuelae]	932867037
CUW31511.1	DUF3046	-	DUF3046	64	TUE45_06259	Streptomyces reticuli	bacteria>actinobacteria	hypothetical protein TUE45_06259 [Streptomyces reticuli]	972711583
ADG78400.1	DUF3046	-	DUF3046	63	Tpau_1782	Tsukamurella paurometabola DSM 20162	bacteria>actinobacteria	conserved hypothetical protein [Tsukamurella paurometabola DSM 20162]	296027630
ADG97409.1	DUF3046	-	DUF3046	63	Srot_0935	Segniliparus rotundus DSM 44985	bacteria>actinobacteria	conserved hypothetical protein [Segniliparus rotundus DSM 44985]	296180503
AEX42140.1	DUF3046	-	DUF3046	63	CD31A_1469	Corynebacterium diphtheriae 31A	bacteria>actinobacteria	hypothetical protein CD31A_1469 [Corynebacterium diphtheriae 31A]	371578472
AEX44457.1	DUF3046	-	DUF3046	63	CD241_1397	Corynebacterium diphtheriae 241	bacteria>actinobacteria	hypothetical protein CD241_1397 [Corynebacterium diphtheriae 241]	371580790
AEX46660.1	DUF3046	-	DUF3046	63	CDB402_1361	Corynebacterium diphtheriae INCA 402	bacteria>actinobacteria	hypothetical protein CDB402_1361 [Corynebacterium diphtheriae INCA 402]	371582994
AEX48965.1	DUF3046	-	DUF3046	63	CDBH8_1445	Corynebacterium diphtheriae BH8	bacteria>actinobacteria	hypothetical protein CDBH8_1445 [Corynebacterium diphtheriae BH8]	371585300
AEX67647.1	DUF3046	-	DUF3046	63	CDC7B_1454	Corynebacterium diphtheriae C7 (beta)	bacteria>actinobacteria	hypothetical protein CDC7B_1454 [Corynebacterium diphtheriae C7 (beta)]	372104050
AEX70094.1	DUF3046	-	DUF3046	63	CDPW8_1442	Corynebacterium diphtheriae PW8	bacteria>actinobacteria	hypothetical protein CDPW8_1442 [Corynebacterium diphtheriae PW8]	372117624
AEX72358.1	DUF3046	-	DUF3046	63	CDCE8392_1370	Corynebacterium diphtheriae CDCE 8392	bacteria>actinobacteria	hypothetical protein CDCE8392_1370 [Corynebacterium diphtheriae CDCE 8392]	372106296
AEX74642.1	DUF3046	-	DUF3046	63	CDHC01_1396	Corynebacterium diphtheriae HC01	bacteria>actinobacteria	hypothetical protein CDHC01_1396 [Corynebacterium diphtheriae HC01]	372108581
AEX76838.1	DUF3046	-	DUF3046	63	CDHC02_1349	Corynebacterium diphtheriae HC02	bacteria>actinobacteria	hypothetical protein CDHC02_1349 [Corynebacterium diphtheriae HC02]	372110778
AEX79099.1	DUF3046	-	DUF3046	63	CDHC03_1372	Corynebacterium diphtheriae HC03	bacteria>actinobacteria	hypothetical protein CDHC03_1372 [Corynebacterium diphtheriae HC03]	372113040
AEX81363.1	DUF3046	-	DUF3046	63	CDHC04_1372	Corynebacterium diphtheriae HC04	bacteria>actinobacteria	hypothetical protein CDHC04_1372 [Corynebacterium diphtheriae HC04]	372115305
AEX83601.1	DUF3046	-	DUF3046	63	CDVA01_1334	Corynebacterium diphtheriae VA01	bacteria>actinobacteria	hypothetical protein CDVA01_1334 [Corynebacterium diphtheriae VA01]	372119867
AFU03962.1	DUF3046	-	DUF3046	63	O3I_030065	Nocardia brasiliensis ATCC 700358	bacteria>actinobacteria	hypothetical protein O3I_030065 [Nocardia brasiliensis ATCC 700358]	407310061
AJW39329.1	DUF3046	-	DUF3046	63	NY08_1299	Rhodococcus sp. B7740	bacteria>actinobacteria	hypothetical protein NY08_1299 [Rhodococcus sp. B7740]	769528227
AMY25022.1	DUF3046	-	DUF3046	63	A3Q41_03736	Rhodococcus sp. PBTS 2	bacteria>actinobacteria	hypothetical protein A3Q41_03736 [Rhodococcus sp. PBTS 2]	1017214976 
AMY55836.1	DUF3046	-	DUF3046	63	A3L23_04533	Rhodococcus fascians D188	bacteria>actinobacteria	hypothetical protein A3L23_04533 [Rhodococcus fascians D188]	1018280007 
APE38573.1	DUF3046	-	DUF3046	63	BOX37_20870	Nocardia soli	bacteria>actinobacteria	hypothetical protein BOX37_20870 [Nocardia soli]	1108546924 
APM35628.1	DUF3046	-	DUF3046	63	BS112_03210	Corynebacterium diphtheriae	bacteria>actinobacteria	hypothetical protein BS112_03210 [Corynebacterium diphtheriae]	1114581070 
CAE49979.1	DUF3046	-	DUF3046	63	DIP1451	Corynebacterium diphtheriae	bacteria>actinobacteria	Conserved hypothetical protein [Corynebacterium diphtheriae]	38200294
CKH00437.1	DUF3046	-	DUF3046	63	ERS451417_01474	Corynebacterium diphtheriae	bacteria>actinobacteria	Protein of uncharacterised function (DUF3046) [Corynebacterium diphtheriae]	777192446
AGF66276.1	DUF3046	-	DUF3046	62	SHJGH_6613	Streptomyces hygroscopicus subsp. jinggangensis TL01	bacteria>actinobacteria	hypothetical protein SHJGH_6613 [Streptomyces hygroscopicus subsp. jinggangensis TL01]	451796227
ALM38069.1	DUF3046	-	DUF3046	62	SFR_1454	Streptomyces sp. FR-008	bacteria>actinobacteria	DUF3046 domain containing protein [Streptomyces sp. FR-008]	947253087
ANS68398.1	DUF3046	-	DUF3046	62	SLINC_6174	Streptomyces lincolnensis	bacteria>actinobacteria	hypothetical protein SLINC_6174 [Streptomyces lincolnensis]	1043639451 
CCF64489.1	DUF3046	-	DUF3046	62	NOCYR_3726	Nocardia cyriacigeorgica GUH-2	bacteria>actinobacteria	conserved protein of unknown function [Nocardia cyriacigeorgica GUH-2]	374847419
AAT82763.1	DUF3046	-	DUF3046	59	PPA1011	Propionibacterium acnes KPA171202	bacteria>actinobacteria	hypothetical protein PPA1011 [Propionibacterium acnes KPA171202]	50840096
AEH10890.1	DUF3046	-	DUF3046	55	FsymDg_3611	Frankia symbiont of Datisca glomerata	bacteria>actinobacteria	hypothetical protein FsymDg_3611 [Frankia symbiont of Datisca glomerata]	334860416
AJQ90603.1	DUF3046	-	DUF3046	55	RM25_0881	Propionibacterium freudenreichii subsp. freudenreichii	bacteria>actinobacteria	Hypothetical protein RM25_0881 [Propionibacterium freudenreichii subsp. freudenreichii]	764032368
BAN32107.1	DUF3046	-	DUF3046	55	MAH_3033	Mycobacterium avium subsp. hominissuis TH135	bacteria>actinobacteria	hypothetical protein MAH_3033 [Mycobacterium avium subsp. hominissuis TH135]	508735672
CAM01052.1	DUF3046	-	DUF3046	55	SACE_1734	Saccharopolyspora erythraea NRRL 2338	bacteria>actinobacteria	hypothetical protein SACE_1734 [Saccharopolyspora erythraea NRRL 2338]	133910939
CUW15279.1	DUF3046	-	DUF3046	55	PFREUDJS001_001260	Propionibacterium freudenreichii subsp. shermanii	bacteria>actinobacteria	PF11248 family protein [Propionibacterium freudenreichii subsp. shermanii]	1020737036 
ACU70500.1	DUF3046	-	DUF3046	52	Caci_1579	Catenulispora acidiphila DSM 44928	bacteria>actinobacteria	conserved hypothetical protein [Catenulispora acidiphila DSM 44928]	256357003
ADH00637.1	DUF3046	-	DUF3046	50	BLJ_1186	Bifidobacterium longum subsp. longum JDM301	bacteria>actinobacteria	conserved hypothetical protein [Bifidobacterium longum subsp. longum JDM301]	296183755
AEF26539.1	DUF3046	-	DUF3046	50	HMPREF9228_0692	Bifidobacterium breve ACS-071-V-Sch8b	bacteria>actinobacteria	hypothetical protein HMPREF9228_0692 [Bifidobacterium breve ACS-071-V-Sch8b]	333109523
AEI97323.1	DUF3046	-	DUF3046	50	BLNIAS_01131	Bifidobacterium longum subsp. longum KACC 91563	bacteria>actinobacteria	hypothetical protein BLNIAS_01131 [Bifidobacterium longum subsp. longum KACC 91563]	338754334
ALE12881.1	DUF3046	-	DUF3046	50	RY69_622	Bifidobacterium breve	bacteria>actinobacteria	Hypothetical protein RY69_622 [Bifidobacterium breve]	927302112
BAJ66856.1	DUF3046	-	DUF3046	50	BLLJ_1189	Bifidobacterium longum subsp. longum JCM 1217	bacteria>actinobacteria	conserved hypothetical protein [Bifidobacterium longum subsp. longum JCM 1217]	320456234
ANS27685.1	DUF3046	-	DUF3046	48	R1CP_14905	Rhodococcus opacus	bacteria>actinobacteria	hypothetical protein R1CP_14905 [Rhodococcus opacus]	1043689167 
AFE13896.1	DUF3046	-	DUF3046	47	MRGA423_17025	Mycobacterium tuberculosis RGTB423	bacteria>actinobacteria	hypothetical protein MRGA423_17025 [Mycobacterium tuberculosis RGTB423]	380726101
AFE17564.1	DUF3046	-	DUF3046	47	MRGA327_16815	Mycobacterium tuberculosis RGTB327	bacteria>actinobacteria	hypothetical protein MRGA327_16815 [Mycobacterium tuberculosis RGTB327]	380722455
AGQ37358.1	DUF3046	-	DUF3046	47	M943_14160	Mycobacterium tuberculosis EAI5	bacteria>actinobacteria	hypothetical protein M943_14160 [Mycobacterium tuberculosis EAI5]	523439650
BAL66784.1	DUF3046	-	DUF3046	47	ERDMAN_3004	Mycobacterium tuberculosis str. Erdman = ATCC 35801	bacteria>actinobacteria	hypothetical protein ERDMAN_3004 [Mycobacterium tuberculosis str. Erdman = ATCC 35801]	379029051
AGL32230.1	DUF3046	-	DUF3046	44	J114_14625	Mycobacterium tuberculosis EAI5/NITR206	bacteria>actinobacteria	hypothetical protein J114_14625 [Mycobacterium tuberculosis EAI5/NITR206]	492076158
AHM08490.1	DUF3046	-	DUF3046	44	BCGT_2571	Mycobacterium bovis BCG str. ATCC 35743	bacteria>actinobacteria	hypothetical protein BCGT_2571 [Mycobacterium bovis BCG str. ATCC 35743]	594545987
AKO25789.1	DUF3046	-	DUF3046	44	GS11_2863	Mycobacterium bovis BCG	bacteria>actinobacteria	hypothetical protein GS11_2863 [Mycobacterium bovis BCG]	857100129
ALA79289.1	DUF3046	-	DUF3046	44	BCGR_2972	Mycobacterium bovis BCG	bacteria>actinobacteria	DUF3046 domain-containing protein [Mycobacterium bovis BCG]	922678492
AOZ44031.1	DUF3046	-	DUF3046	44	BTB1458_3034	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein BTB1458_3034 [Mycobacterium tuberculosis]	1092948399 
BAQ06864.1	DUF3046	-	DUF3046	44	KURONO_3081	Mycobacterium tuberculosis str. Kurono	bacteria>actinobacteria	hypothetical protein KURONO_3081 [Mycobacterium tuberculosis str. Kurono]	737519190
# 41;	PspN-like-full
AAK47133.1	DUF3046	-	DUF3046	286	MT2813	Mycobacterium tuberculosis CDC1551	bacteria>actinobacteria	hypothetical protein MT2813 [Mycobacterium tuberculosis CDC1551]	13882575
ABQ74545.1	DUF3046	-	DUF3046	277	MRA_2768	Mycobacterium tuberculosis H37Ra	bacteria>actinobacteria	hypothetical protein MRA_2768 [Mycobacterium tuberculosis H37Ra]	148506736
ABR07082.1	DUF3046	-	DUF3046	277	TBFG_12755	Mycobacterium tuberculosis F11	bacteria>actinobacteria	conserved arginine rich protein [Mycobacterium tuberculosis F11]	148722457
ACT24282.1	DUF3046	-	DUF3046	277	TBMG_01233	Mycobacterium tuberculosis KZN 1435	bacteria>actinobacteria	conserved arginine rich protein [Mycobacterium tuberculosis KZN 1435]	253319679
AEB03372.1	DUF3046	-	DUF3046	277	TBSG_01243	Mycobacterium tuberculosis KZN 4207	bacteria>actinobacteria	conserved arginine rich protein [Mycobacterium tuberculosis KZN 4207]	328457949
AEN01201.1	DUF3046	-	DUF3046	277	MTCTRI2_2795	Mycobacterium tuberculosis CTRI-2	bacteria>actinobacteria	hypothetical protein MTCTRI2_2795 [Mycobacterium tuberculosis CTRI-2]	344220570
AFM48619.1	DUF3046	-	DUF3046	277	TBXG_001223	Mycobacterium tuberculosis KZN 605	bacteria>actinobacteria	conserved arginine rich protein [Mycobacterium tuberculosis KZN 605]	392053061
AFN50716.1	DUF3046	-	DUF3046	277	RVBD_2742c	Mycobacterium tuberculosis H37Rv	bacteria>actinobacteria	arginine rich protein [Mycobacterium tuberculosis H37Rv]	395139557
AGJ68843.1	DUF3046	-	DUF3046	277	J112_14685	Mycobacterium tuberculosis str. Beijing/NITR203	bacteria>actinobacteria	hypothetical protein J112_14685 [Mycobacterium tuberculosis str. Beijing/NITR203]	478742683
AGL28191.1	DUF3046	-	DUF3046	277	J113_19045	Mycobacterium tuberculosis CAS/NITR204	bacteria>actinobacteria	hypothetical protein J113_19045 [Mycobacterium tuberculosis CAS/NITR204]	492068586
AGM01328.1	DUF3046	-	DUF3046	277	CFBS_2895	Mycobacterium tuberculosis CCDC5079	bacteria>actinobacteria	hypothetical protein CFBS_2895 [Mycobacterium tuberculosis CCDC5079]	505811381
AHJ43539.1	DUF3046	-	DUF3046	277	HKBS1_2893	Mycobacterium tuberculosis HKBS1	bacteria>actinobacteria	hypothetical protein HKBS1_2893 [Mycobacterium tuberculosis HKBS1]	585502528
AHJ47686.1	DUF3046	-	DUF3046	277	HKBT2_2889	Mycobacterium tuberculosis BT2	bacteria>actinobacteria	hypothetical protein HKBT2_2889 [Mycobacterium tuberculosis BT2]	585516946
AHJ51832.1	DUF3046	-	DUF3046	277	HKBT1_2886	Mycobacterium tuberculosis BT1	bacteria>actinobacteria	hypothetical protein HKBT1_2886 [Mycobacterium tuberculosis BT1]	585531617
AHJ55981.1	DUF3046	-	DUF3046	277	CFBR_2896	Mycobacterium tuberculosis CCDC5180	bacteria>actinobacteria	hypothetical protein CFBR_2896 [Mycobacterium tuberculosis CCDC5180]	585542442
AIB49440.1	DUF3046	-	DUF3046	277	MTBK_28960	Mycobacterium tuberculosis K	bacteria>actinobacteria	hypothetical protein MTBK_28960 [Mycobacterium tuberculosis K]	646276760
AII91333.1	DUF3046	-	DUF3046	277	IZ84_14640	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein IZ84_14640 [Mycobacterium tuberculosis]	671747592
AII95249.1	DUF3046	-	DUF3046	277	JE53_14625	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein JE53_14625 [Mycobacterium tuberculosis]	671751509
AIQ05389.1	DUF3046	-	DUF3046	277	LJ70_14830	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein LJ70_14830 [Mycobacterium tuberculosis]	686573993
AIQ09407.1	DUF3046	-	DUF3046	277	LJ80_14995	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein LJ80_14995 [Mycobacterium tuberculosis]	686578013
AIR15514.1	DUF3046	-	DUF3046	277	LH57_15000	Mycobacterium tuberculosis H37Rv	bacteria>actinobacteria	hypothetical protein LH57_15000 [Mycobacterium tuberculosis H37Rv]	690313483
AJF04105.1	DUF3046	-	DUF3046	277	Y980_2742c	Mycobacterium tuberculosis H37RvSiena	bacteria>actinobacteria	Conserved hypothetical arginine rich protein [Mycobacterium tuberculosis H37RvSiena]	749195826
AJW51384.1	DUF3046	-	DUF3046	277	UB21_14545	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein UB21_14545 [Mycobacterium tuberculosis]	769541286
ALB19943.1	DUF3046	-	DUF3046	277	AFL40_2843	Mycobacterium tuberculosis	bacteria>actinobacteria	Hypothetical protein AFL40_2843 [Mycobacterium tuberculosis]	923108660
ANZ83464.1	DUF3046	-	DUF3046	277	BEE65_2861	Mycobacterium tuberculosis	bacteria>actinobacteria	Hypothetical protein BEE65_2861 [Mycobacterium tuberculosis]	1050847623 
AOE37153.1	DUF3046	-	DUF3046	277	BEE64_2846	Mycobacterium tuberculosis	bacteria>actinobacteria	Hypothetical protein BEE64_2846 [Mycobacterium tuberculosis]	1057480258 
AOT76884.1	DUF3046	-	DUF3046	277	TM57_01420	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein TM57_01420 [Mycobacterium tuberculosis]	1072833496 
APR59512.1	DUF3046	-	DUF3046	277	BTU11_15060	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein BTU11_15060 [Mycobacterium tuberculosis]	1125941256 
CCC27817.1	DUF3046	-	DUF3046	277	MAF_27470	Mycobacterium africanum GM041182	bacteria>actinobacteria	conserved hypothetical arginine rich protein [Mycobacterium africanum GM041182]	339332110
CCC45100.1	DUF3046	-	DUF3046	277	MCAN_27691	Mycobacterium canettii CIPT 140010059	bacteria>actinobacteria	conserved hypothetical arginine rich protein [Mycobacterium canettii CIPT 140010059]	340005933
CCG12623.1	DUF3046	-	DUF3046	277	MT7199_2775	Mycobacterium tuberculosis 7199-99	bacteria>actinobacteria	putative ARGININE RICH protein [Mycobacterium tuberculosis 7199-99]	440582220
CCP45541.1	DUF3046	-	DUF3046	277	Rv2742c	Mycobacterium tuberculosis H37Rv	bacteria>actinobacteria	Conserved hypothetical arginine rich protein [Mycobacterium tuberculosis H37Rv]	444896280
CDM11132.1	DUF3046	-	DUF3046	277	MT49_2995	Mycobacterium tuberculosis 49-02	bacteria>actinobacteria	putative ARGININE RICH PROTEIN [Mycobacterium tuberculosis 49-02]	702071623
EBA42951.1	DUF3046	-	DUF3046	277	TBHG_02674	Mycobacterium tuberculosis str. Haarlem	bacteria>actinobacteria	arginine rich protein [Mycobacterium tuberculosis str. Haarlem]	134150906
EGE51290.1	DUF3046	-	DUF3046	277	TBPG_002627	Mycobacterium tuberculosis W-148	bacteria>actinobacteria	arginine rich protein [Mycobacterium tuberculosis W-148]	326904357
# 41;	PspN-like-Nterm
AET20025.1	-	-	-	195	BCGMEX_2751c	Mycobacterium bovis BCG str. Mexico	bacteria>actinobacteria	putative arginine rich protein [Mycobacterium bovis BCG str. Mexico]	356594796
AKR02573.1	-	-	-	195	Mb1595_p3050	Mycobacterium bovis	bacteria>actinobacteria	hypothetical protein Mb1595_p3050 [Mycobacterium bovis]	893681677
BAH27033.1	-	-	-	195	JTY_2752	Mycobacterium bovis BCG str. Tokyo 172	bacteria>actinobacteria	hypothetical arginine rich protein [Mycobacterium bovis BCG str. Tokyo 172]	224774227
CAL72746.1	-	-	-	195	BCG_2758c	Mycobacterium bovis BCG str. Pasteur 1173P2	bacteria>actinobacteria	Conserved hypothetical arginine rich protein [first part] [Mycobacterium bovis BCG str. Pasteur 1173P2]	121494268
CCC65334.1	-	-	-	195	BCGM2741c	Mycobacterium bovis BCG str. Moreau RDJ	bacteria>actinobacteria	conserved hypothetical arginine rich protein [first part] [Mycobacterium bovis BCG str. Moreau RDJ]	341602658
CDO44027.1	-	-	-	195	Mb2763c	Mycobacterium bovis AF2122/97	bacteria>actinobacteria	CONSERVED HYPOTHETICAL ARGININE RICH PROTEIN [FIRST PART] [Mycobacterium bovis AF2122/97]	768985192
# 8;	PspN-like-Cterm
AGL24320.1	DUF3046	-	DUF3046	85	I917_19230	Mycobacterium tuberculosis str. Haarlem/NITR202	bacteria>actinobacteria	hypothetical protein I917_19230 [Mycobacterium tuberculosis str. Haarlem/NITR202]	492062313
AET20024.1	DUF3046	-	DUF3046	82	BCGMEX_2750c	Mycobacterium bovis BCG str. Mexico	bacteria>actinobacteria	putative arginine rich protein [Mycobacterium bovis BCG str. Mexico]	356594795
AGE68745.1	DUF3046	-	DUF3046	82	K60_028350	Mycobacterium bovis BCG str. Korea 1168P	bacteria>actinobacteria	hypothetical protein K60_028350 [Mycobacterium bovis BCG str. Korea 1168P]	449033318
AKR02572.1	DUF3046	-	DUF3046	82	Mb1595_p3049	Mycobacterium bovis	bacteria>actinobacteria	hypothetical protein Mb1595_p3049 [Mycobacterium bovis]	893681676
BAH27032.1	DUF3046	-	DUF3046	82	JTY_2751	Mycobacterium bovis BCG str. Tokyo 172	bacteria>actinobacteria	hypothetical arginine rich protein [Mycobacterium bovis BCG str. Tokyo 172]	224774226
CAL72745.1	DUF3046	-	DUF3046	82	BCG_2757c	Mycobacterium bovis BCG str. Pasteur 1173P2	bacteria>actinobacteria	Conserved hypothetical arginine rich protein [second part] [Mycobacterium bovis BCG str. Pasteur 1173P2]	121494267
CCC65333.1	DUF3046	-	DUF3046	82	BCGM2740c	Mycobacterium bovis BCG str. Moreau RDJ	bacteria>actinobacteria	conserved hypothetical arginine rich protein [second part] [Mycobacterium bovis BCG str. Moreau RDJ]	341602657
CDO44026.1	DUF3046	-	DUF3046	82	Mb2762c	Mycobacterium bovis AF2122/97	bacteria>actinobacteria	CONSERVED HYPOTHETICAL ARGININE RICH PROTEIN [SECOND PART] [Mycobacterium bovis AF2122/97]	768985191
# 3;	PspN-trunc
ABK69442.1	SIG	SIG	-	170	MAV_3632	Mycobacterium avium 104	bacteria>actinobacteria	conserved hypothetical protein [Mycobacterium avium 104]	118168545
AAS05170.1	-	-	-	141	MAP_2853c	Mycobacterium avium subsp. paratuberculosis K-10	bacteria>actinobacteria	hypothetical protein MAP_2853c [Mycobacterium avium subsp. paratuberculosis K-10]	41397310
AGL35901.1	-	-	-	141	MAP4_0955	Mycobacterium avium subsp. paratuberculosis MAP4	bacteria>actinobacteria	conserved arginine rich protein [Mycobacterium avium subsp. paratuberculosis MAP4]	494537012
# 2;	random
ABM33867.1	SIG+G_glu_transpept	SIG	G_glu_transpept	669	Aave_3307	Acidovorax citrulli AAC00-1	bacteria>proteobacteria>betaproteobacteria	gamma-glutamyltransferase 1 [Acidovorax citrulli AAC00-1]	120590427
ADX45862.1	SIG+G_glu_transpept	SIG	G_glu_transpept	669	Acav_1948	Acidovorax avenae subsp. avenae ATCC 19860	bacteria>proteobacteria>betaproteobacteria	gamma-glutamyltransferase [Acidovorax avenae subsp. avenae ATCC 19860]	323373593
# 1;	Other-DUF3046
AMC51767.1	Glyco_tran_28_C+DUF3046	-	Glyco_tran_28_C+DUF3046	460	RN06_3314	Mycobacterium bovis BCG	bacteria>actinobacteria	alanine-rich transferase [Mycobacterium bovis BCG]	984957669
AMC78552.1	DUF3046	-	DUF3046	163	RN12_2943	Mycobacterium tuberculosis	bacteria>actinobacteria	hypothetical protein RN12_2943 [Mycobacterium tuberculosis]	984984460
# 1;	random
ABP68290.1	SIG+CBM_4_9+Big_4+Big_4+SLH+SLH+SLH	SIG+Concanavalin-like+Concanavalin-like+IG+ZU5+SLH	CBM_4_9+Big_4+Big_4+SLH+SLH+SLH	2593	Csac_2722	Caldicellulosiruptor saccharolyticus DSM 8903	bacteria>firmicutes	S-layer domain protein [Caldicellulosiruptor saccharolyticus DSM 8903]	145411286
ALF59777.1	IF2_assoc+Atrophin-1+IF2_N+GTP_EFTU+IF-2	IF2-HTH+sGTP	IF2_assoc+Atrophin-1+IF2_N+GTP_EFTU+IF-2	911	AOC03_06790	Psychrobacter urativorans	bacteria>proteobacteria>gammaproteobacteria	translation initiation factor IF-2 [Psychrobacter urativorans]	930357334
ACZ22840.1	ABC_tran+ABC_tran	ABC-ATPase+ABC-ATPase	ABC_tran+ABC_tran	562	Sked_29380	Sanguibacter keddieii DSM 10542	bacteria>actinobacteria	ATPase component of ABC transporters with duplicated ATPase domain [Sanguibacter keddieii DSM 10542]	269098404
ALX04274.1	ABC1	-	ABC1	457	AERYTH_05935	Aeromicrobium erythreum	bacteria>actinobacteria	ABC transporter ATP-binding protein [Aeromicrobium erythreum]	973194356
AFG36873.1	LysM+LysM+Peptidase_M23	LysM+LysM+PTSEIIA1	LysM+LysM+Peptidase_M23	413	Spiaf_0779	Spirochaeta africana DSM 8902	bacteria>spirochaetes	metalloendopeptidase-like membrane protein [Spirochaeta africana DSM 8902]	383106540
ANY25200.1	Thiolase_N+Thiolase_C	TM	Thiolase_N+Thiolase_C	398	BCM27_22405	Gordonia terrae	bacteria>actinobacteria	fatty acid oxidation complex subunit beta [Gordonia terrae]	1049205003 
AHG88683.1	SIG+TM+HisKA+HATPase_c	SIG+TM+SHELIX+HISKIN	HisKA+HATPase_c	391	J421_1146	Gemmatirosa kalamazoonesis	bacteria>gemmatimonadetes	ATP-binding region ATPase domain protein [Gemmatirosa kalamazoonesis]	575457566
AEM88519.1	60KD_IMP+DUF4887	TM+TM	60KD_IMP+DUF4887	379	Strvi_9230	Streptomyces violaceusniger Tu 4113	bacteria>actinobacteria	membrane protein insertase, YidC/Oxa1 family [Streptomyces violaceusniger Tu 4113]	344042794
