AccNum	DomArch	DomArch.repeats	GenContext	GenContext.repeats	Lineage	Species	GeneName	Length	GCA_ID
ABJ86902.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-CN_hydrolase||X(s)||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X<-rhaM	<-CN_hydrolase||?->?->?->||<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?<-rhaM	bacteria>acidobacteria	Candidatus Solibacter usitatus Ellin6076	Acid_5961	883	GCA_000014905.1
ABJ87120.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Candidatus Solibacter usitatus Ellin6076	Acid_6194	865	GCA_000014905.1
ABJ88459.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->SIG+Peptidase-M15->||<-REC	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->SIG+Peptidase-M15->||<-REC	bacteria>acidobacteria	Candidatus Solibacter usitatus Ellin6076	Acid_7551	873	GCA_000014905.1
ABJ88471.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Candidatus Solibacter usitatus Ellin6076	Acid_7563	891	GCA_000014905.1
ADW70326.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-REC+OmpR-HTH<-SIG+TM+HAMP+HISKIN<-REC+OmpR-HTH||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-REC+OmpR-HTH<-SIG+TM+HAMP+HISKIN<-REC+OmpR-HTH||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Granulicella tundricola MP5ACTX9	AciX9_3315	882	GCA_000178975.2
AMY06962.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Luteitalea pratensis	macB_1	872	GCA_001618865.1
AMY07761.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	SIG+TM(s)+BetaPropeller(s)->||<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	SIG+TM+TM+TM+TM+BetaPropeller+BetaPropeller->||<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Luteitalea pratensis	macB_17	898	GCA_001618865.1
AMY07788.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-DUF2252<-X(s)->Concanavalin-like->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	<-DUF2252<-?||?->Concanavalin-like->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->||<-?||?->||<-?||?->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	bacteria>acidobacteria	Luteitalea pratensis	macB_18	878	GCA_001618865.1
AMY07796.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH||ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X||SIGMA-HTH->	<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH||ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?||SIGMA-HTH->	bacteria>acidobacteria	Luteitalea pratensis	macB_19	900	GCA_001618865.1
AMY07825.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-SIGMA-HTH||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	<-SIGMA-HTH||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->||<-?<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	bacteria>acidobacteria	Luteitalea pratensis	macB_21	884	GCA_001618865.1
AMY08785.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	Aldolase_II+adh_short_C2->X->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+Toast_rack<-SIG+Toast_rack	Aldolase_II+adh_short_C2->?->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+Toast_rack<-SIG+Toast_rack	bacteria>acidobacteria	Luteitalea pratensis	macB_30	878	GCA_001618865.1
AMY09034.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ABC-ATPase->X->SIG+TM+HAMP+HISKIN->||<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X->||<-REC+OmpR-HTH	ABC-ATPase->?->SIG+TM+HAMP+HISKIN->||<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->||<-REC+OmpR-HTH	bacteria>acidobacteria	Luteitalea pratensis	macB_32	880	GCA_001618865.1
AMY10118.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-ABC-ATPase<-GNTR-HTH||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-ABC-ATPase<-GNTR-HTH||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Luteitalea pratensis	macB_38	876	GCA_001618865.1
AFL88315.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X->ABC-ATPase->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->X(s)->SIG+TM+HAMP+HISKIN->||<-SIG+IG+DISCOIDIN	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->ABC-ATPase->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->?->?->SIG+TM+HAMP+HISKIN->||<-SIG+IG+DISCOIDIN	bacteria>acidobacteria	Terriglobus roseus DSM 18391	Terro_2032	879	GCA_000265425.1
AFL88657.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)->ABC-ATPase->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->?->ABC-ATPase->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->	bacteria>acidobacteria	Terriglobus roseus DSM 18391	Terro_2399	879	GCA_000265425.1
ADV82097.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	SIG+TM(s)->X(s)||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X||SIG+DUF374->MED15->	SIG+TM+TM+TM+TM+TM->?->||<-?<-?<-?<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?||SIG+DUF374->MED15->	bacteria>acidobacteria	Terriglobus saanensis SP1PR4	AciPR4_1273	874	GCA_000179915.2
ADV82988.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Terriglobus saanensis SP1PR4	AciPR4_2186	881	GCA_000179915.2
ADV83326.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-SIG+TM+HAMP+HISKIN<-X(s)<-SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX<-ABC-ATPase<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->PadR-HTH->	<-SIG+TM+HAMP+HISKIN<-?<-?<-SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX<-ABC-ATPase<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->PadR-HTH->	bacteria>acidobacteria	Terriglobus saanensis SP1PR4	AciPR4_2547	887	GCA_000179915.2
ADV83407.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>acidobacteria	Terriglobus saanensis SP1PR4	AciPR4_2629	883	GCA_000179915.2
OLE97552.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>cyanobacteria	Cyanobacteria bacterium 13_1_20CM_4_61_6	AUG75_06890	762	GCA_001919945.1
OLE43753.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>cyanobacteria	Cyanobacteria bacterium 13_1_40CM_2_61_4	AUI36_23665	878	GCA_001919235.1
AHG87869.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	SAM-methylase->X(s)->||<-PAS(s)+HISKIN+REC<-SIG+Peptidase_M19||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+TM+HAMP+HISKIN<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	SAM-methylase->?->?->?->||<-PAS+PAS+PAS+HISKIN+REC<-SIG+Peptidase_M19||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+TM+HAMP+HISKIN<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_0332	881	GCA_000522985.1
AHG87922.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X->||<-SIG+PA+Peptidase_M28	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->||<-SIG+PA+Peptidase_M28	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_0385	886	GCA_000522985.1
AHG87930.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	SIG+TM+HAMP+HISKIN->X(s)||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)->PadR-HTH->	SIG+TM+HAMP+HISKIN->?->||<-?<-?<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->?->?->?->?->?->PadR-HTH->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_0393	890	GCA_000522985.1
AHG87967.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-IES1||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-IES1||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_0430	891	GCA_000522985.1
AHG88188.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_0651	889	GCA_000522985.1
AHG88486.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)<-PEP_mutase	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->||<-?||?->||<-?<-?<-PEP_mutase	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_0949	894	GCA_000522985.1
AHG88554.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1017	887	GCA_000522985.1
AHG88619.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X<-YCII	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?<-YCII	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1082	911	GCA_000522985.1
AHG88620.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X<-YCII	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?<-YCII	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1083	889	GCA_000522985.1
AHG88665.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-FA_desaturase_2||X->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-FA_desaturase_2||?->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1128	916	GCA_000522985.1
AHG89021.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-ABC-ATPase<-X(s)->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-REC+OmpR-HTH	<-ABC-ATPase<-?<-?||?->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-REC+OmpR-HTH	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1484	894	GCA_000522985.1
AHG89204.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)||Cluster607_2clades->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->?->||<-?<-?||Cluster607_2clades->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1667	893	GCA_000522985.1
AHG89258.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1721	893	GCA_000522985.1
AHG89321.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+GAF+LuxR-HTH||X->Cluster365_2clades->X(s)->ABC-ATPase->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+GAF+LuxR-HTH||?->Cluster365_2clades->?->?->?->ABC-ATPase->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_1784	881	GCA_000522985.1
AHG89736.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->SIG+ThiF->	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->SIG+ThiF->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_2199	897	GCA_000522985.1
AHG89754.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->PadR-HTH->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->PadR-HTH->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_2217	878	GCA_000522985.1
AHG89896.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X(s)<-GTPase-AIG	PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?<-?<-GTPase-AIG	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_2359	876	GCA_000522985.1
AHG90072.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-REC+OmpR-HTH||SIG+MED15->SIG+TM(s)->X(s)||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-REC+OmpR-HTH||SIG+MED15->SIG+TM+TM+TM+TM+TM->?->||<-?<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_2535	882	GCA_000522985.1
AHG91636.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_4099	768	GCA_000522985.1
AHG92253.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-IES1<-X||SIG+Sortilin-Vps10(s)->X->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X(s)->PadR-HTH->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	<-IES1<-?||SIG+Sortilin-Vps10+Sortilin-Vps10+Sortilin-Vps10+Sortilin-Vps10->?->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?||?->PadR-HTH->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_4718	894	GCA_000522985.1
AHG92258.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-Amidohydro_1<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX<-PadR-HTH<-X(s)->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	<-Amidohydro_1<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX<-PadR-HTH<-?||?->||<-ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX<-PadR-HTH	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_4723	899	GCA_000522985.1
AHG92270.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-ABC-ATPase<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-ABC-ATPase<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_4735	892	GCA_000522985.1
AHG92350.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-SIG+S1+GTPase-AIG||X(s)->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)->ABC-ATPase->	<-SIG+S1+GTPase-AIG||?->?->?->||<-?||?->PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->||<-?||?->ABC-ATPase->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_4815	898	GCA_000522985.1
AHG92429.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	PadR-HTH->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->||<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X(s)->||<-AMP_N+Peptidase_M24	PadR-HTH->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->||<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->?->?->?->||<-AMP_N+Peptidase_M24	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_4894	881	GCA_000522985.1
AHG92740.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->X(s)->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-X(s)<-REC+OmpR-HTH<-SIG+TM(s)	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->?->?->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->||<-?<-?<-?||?->||<-?<-REC+OmpR-HTH<-SIG+TM+TM	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_5205	894	GCA_000522985.1
AHG92745.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->X->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->X(s)->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->?->SIG+MacB_PCD+TM+FtsX+TM+MacB_PCD+TM+FtsX->?->?->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_5210	893	GCA_000522985.1
AHG92954.1	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX	<-SIGMA-HTH||X(s)->SIG+TM(s)->REC+OmpR-HTH->||<-X||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	<-SIGMA-HTH||?->?->SIG+TM+TM->REC+OmpR-HTH->||<-?||PadR-HTH->ahelical+MacB_PCD+FtsX+MacB_PCD+FtsX->	bacteria>gemmatimonadetes	Gemmatirosa kalamazoonesis	J421_5419	901	GCA_000522985.1
