AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
ALC07014.1	<-PspA*	PspA_IM30	-	PspA_IM30	292	CDES_13420	Corynebacterium deserti GIMN1010	bacteria>actinobacteria	hypothetical protein CDES_13420 [Corynebacterium deserti GIMN1.010]	924520436	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
ABV97259.1	ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-HTH-XRE	PspA_IM30	-	PspA_IM30	291	Sare_1358	Salinispora arenicola CNS205	bacteria>actinobacteria	phage shock protein A, PspA [Salinispora arenicola CNS-205]	157915832	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-HTH-XRE	PspA_IM30	ClgR:HTH PspA* PspM:SIG+TMs ? HTH-XRE
AGN20484.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	C624_14595	Corynebacterium glutamicum SCgG1	bacteria>actinobacteria	hypothetical protein C624_14595 [Corynebacterium glutamicum SCgG1]	509088239	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
AGN23509.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	C629_14605	Corynebacterium glutamicum SCgG2	bacteria>actinobacteria	hypothetical protein C629_14605 [Corynebacterium glutamicum SCgG2]	509091265	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
AKF28704.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	YH66_14805	Brevibacterium flavum	bacteria>actinobacteria	hypothetical protein YH66_14805 [[Brevibacterium] flavum]	817156169	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
ANR63821.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	C628_14685	Brevibacterium flavum ZL1	bacteria>actinobacteria	hypothetical protein C628_14685 [[Brevibacterium] flavum ZL-1]	1043176618	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
ANR66829.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	C627_14550	Corynebacterium glutamicum ZL6	bacteria>actinobacteria	hypothetical protein C627_14550 [Corynebacterium glutamicum ZL-6]	1043179627	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
BAC00343.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	Cgl2949	Corynebacterium glutamicum ATCC 13032	bacteria>actinobacteria	Phage shock protein A (IM30), suppresses sigma54-dependent transcription [Corynebacterium glutamicum ATCC 13032]	21325722	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
BAF55880.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	291	cgR_2861	Corynebacterium glutamicum R	bacteria>actinobacteria	hypothetical protein cgR_2861 [Corynebacterium glutamicum R]	140846881	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
CQR64429.1	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	-	PspA_IM30	291	sle_49710	Streptomyces leeuwenhoekii	bacteria>actinobacteria	Uncharacterized protein sll0617 [Streptomyces leeuwenhoekii]	822880639	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	PspA* X? LiaS:SIG+TMs+HisKin LiaR:REC+HTH 
ABP53867.1	ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-HTH-XRE	PspA_IM30	-	PspA_IM30	290	Strop_1400	Salinispora tropica CNB440	bacteria>actinobacteria	PspA/IM30 family protein [Salinispora tropica CNB-440]	145303285	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	ClgR:HTH->PspA*->PspM:SIG+TMs-><-?<-HTH-XRE	PspA_IM30	ClgR:HTH PspA* PspM:SIG+TMs ? HTH-XRE
AEG84962.1	NYN-><-PspA*	PspA_IM30	SIG	PspA_IM30	290	rsmP	Corynebacterium ulcerans BRAD22	bacteria>actinobacteria	rod-shaped morphology protein [Corynebacterium ulcerans BR-AD22]	334700166	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
AKN78110.1	NYN-><-PspA*	PspA_IM30	SIG	PspA_IM30	290	pspA1	Corynebacterium ulcerans FRC58	bacteria>actinobacteria	Phage shock protein A [Corynebacterium ulcerans FRC58]	852475099	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
ANI93777.1	PspA*-><-NYN	PspA_IM30	SIG	PspA_IM30	290	BJL86_3018	Dietzia timorensis	bacteria>actinobacteria	35 kDa protein [Dietzia timorensis]	1035340720	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*-><-NYN	PspA_IM30	PspA* NYN
APW96603.1	PspA*->	PspA_IM30	-	PspA_IM30	290	CHINAEXTREME_01925	Halobiforma lacisalsi AJ5	archaea>euryarchaeota	phage shock protein A [Halobiforma lacisalsi AJ5]	1134496586	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspA_IM30	PspA*->	PspA_IM30	PspA* 
BAM28444.1	NYN-><-PspA*	PspA_IM30	SIG	PspA_IM30	290	CULC0102_2247	Corynebacterium ulcerans 0102	bacteria>actinobacteria	hypothetical protein CULC0102_2247 [Corynebacterium ulcerans 0102]	393403952	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
AIT90142.1	NYN-><-PspA*	PspA_IM30	SIG	PspA_IM30	289	pspA1	Corynebacterium ulcerans	bacteria>actinobacteria	Phage shock protein A [Corynebacterium ulcerans]	698190267	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
ALD95940.1	NYN-><-PspA*	PspA_IM30	SIG	PspA_IM30	289	pspA1	Corynebacterium ulcerans	bacteria>actinobacteria	Phage shock protein A [Corynebacterium ulcerans]	927311611	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
ANE05105.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	289	ccrud_13455	Corynebacterium crudilactis	bacteria>actinobacteria	hypothetical protein ccrud_13455 [Corynebacterium crudilactis]	1027917620	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
ACU39609.1	<-PspM:SIG+TMs<-PspA*	PspA_IM30	-	PspA_IM30	288	Amir_5796	Actinosynnema mirum DSM 43827	bacteria>actinobacteria	phage shock protein A, PspA [Actinosynnema mirum DSM 43827]	255924098	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspM:SIG+TMs<-PspA*	PspA_IM30	 PspM:SIG+TMs PspA*
ACV47512.1	<-PspA*	PspA_IM30	SIG	PspA_IM30	288	Hmuk_1391	Halomicrobium mukohataei DSM 12286	archaea>euryarchaeota	phage shock protein A, PspA [Halomicrobium mukohataei DSM 12286]	257169753	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
AGE36448.1	PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	SIG	PspA_IM30	288	CU7111_0855	Corynebacterium urealyticum DSM 7111	bacteria>actinobacteria	hypothetical protein CU7111_0855 [Corynebacterium urealyticum DSM 7111]	448277024	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	PgsA:CDP-OH_P_transf+TMs CinA ClgR:HTH PspA* ? ABC-ATPase ? DUF3046 
AGZ45414.1	<-Bac_luciferase||?-><-?<-?||?->?-><-PspM:SIG+TMs<-PspA*	PspA_IM30	SIG	PspA_IM30	288	AFR_35790	Actinoplanes friuliensis DSM 7358	bacteria>actinobacteria	hypothetical protein AFR_35790 [Actinoplanes friuliensis DSM 7358]	556038167	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-Bac_luciferase||?-><-?<-?||?->?-><-PspM:SIG+TMs<-PspA*	PspA_IM30	 Bac_luciferase ? ? ? ? ? PspM:SIG+TMs PspA*
AHG90291.1	TypeIII_chaperone-CesT-YbjN->PspA*->	PspA_IM30	PVC-AAA	PspA_IM30	288	J421_2754	Gemmatirosa kalamazoonesis	bacteria>gemmatimonadetes	PspA/IM30 family protein [Gemmatirosa kalamazoonesis]	575459174	bacteria>fcb group	bacteria>fcb group>gemmatimonadetes>gemmatimonadetes	bacteria	PspA_IM30	TypeIII_chaperone-CesT-YbjN->PspA*->	PspA_IM30	TypeIII_chaperone-CesT-YbjN PspA* 
AHW65613.1	<-PspA*||?-><-Thioredoxin:trxA	PspA_IM30	SIG	PspA_IM30	288	CGLY_15885	Corynebacterium glyciniphilum AJ 3170	bacteria>actinobacteria	35 kDa protein [Corynebacterium glyciniphilum AJ 3170]	610394650	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspA*||?-><-Thioredoxin:trxA	PspA_IM30	 PspA* ? Thioredoxin:trxA
AIT61309.1	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	-	PspA_IM30	288	CDOO_08590	Corynebacterium doosanense CAU 212 DSM 45436	bacteria>actinobacteria	hypothetical protein CDOO_08590 [Corynebacterium doosanense CAU 212 = DSM 45436]	697778573	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	 DUF3046 ? ABC-ATPase ? PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs YCII 
CAQ04829.1	PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	SIG	PspA_IM30	288	cu0869	Corynebacterium urealyticum DSM 7109	bacteria>actinobacteria	conserved hypothetical protein [Corynebacterium urealyticum DSM 7109]	171851853	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	PgsA:CDP-OH_P_transf+TMs CinA ClgR:HTH PspA* ? ABC-ATPase ? DUF3046 
XP_001693830.1	<-Snf7*	SIG+PspA_IM30	SIG	PspA_IM30	288	VIPP1	Chlamydomonas reinhardtii	eukaryota>viridiplantae>chlorophyta	vesicle inducing protein in plastids 1 [Chlamydomonas reinhardtii]	159471371	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota	SIG+PspA_IM30	<-Snf7*	SIG PspA_IM30	 Snf7*
XP_002949072.1	<-Snf7*	PspA_IM30	SIG	PspA_IM30	288	VOLCADRAFT_117015	Volvox carteri f nagariensis	eukaryota>viridiplantae>chlorophyta	hypothetical protein VOLCADRAFT_117015 [Volvox carteri f. nagariensis]	302835020	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota	PspA_IM30	<-Snf7*	PspA_IM30	 Snf7*
AEB43538.1	PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->	PspA_IM30	-	PspA_IM30	287	VAB18032_12120	Verrucosispora maris AB18032	bacteria>actinobacteria	phage shock protein A, PspA [Verrucosispora maris AB-18-032]	328809366	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*->PspM:SIG+TMs->	PspA_IM30	PgsA:CDP-OH_P_transf+TMs CinA ClgR:HTH PspA* PspM:SIG+TMs 
AEV88064.1	<-PspM:SIG+TMs<-PspA*	PspA_IM30	-	PspA_IM30	287	ACPL_7184	Actinoplanes sp SE50110	bacteria>actinobacteria	Laminin subunit beta-1 [Actinoplanes sp. SE50/110]	359839623	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspM:SIG+TMs<-PspA*	PspA_IM30	 PspM:SIG+TMs PspA*
AHI23875.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	287	B843_12495	Corynebacterium vitaeruminis DSM 20294	bacteria>actinobacteria	phage shock protein A [Corynebacterium vitaeruminis DSM 20294]	582020532	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
AIL97104.1	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	-	PspA_IM30	287	CUREI_07190	Corynebacterium ureicelerivorans	bacteria>actinobacteria	hypothetical protein CUREI_07190 [Corynebacterium ureicelerivorans]	675825414	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	 DUF3046 ? ABC-ATPase ? PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs YCII 
AKE39369.1	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	SIG	PspA_IM30	287	UL81_07065	Corynebacterium camporealensis	bacteria>actinobacteria	phage shock protein A (PspA) family protein [Corynebacterium camporealensis]	814961002	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	 DUF3046 ? ABC-ATPase ? PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs YCII 
AMO90143.1	<-YCII||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	SIG	PspA_IM30	287	WM42_2446	Corynebacterium simulans	bacteria>actinobacteria	pspA/IM30 family protein [Corynebacterium simulans]	1004391111	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-YCII||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	 YCII PgsA:CDP-OH_P_transf+TMs CinA ClgR:HTH PspA* ? ABC-ATPase ? DUF3046 
AMO92697.1	<-YCII||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	SIG	PspA_IM30	287	AWU68_2453	Corynebacterium simulans	bacteria>actinobacteria	pspA/IM30 family protein [Corynebacterium simulans]	1004393666	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-YCII||PgsA:CDP-OH_P_transf+TMs->CinA->ClgR:HTH->PspA*-><-?<-ABC-ATPase<-?||DUF3046->	PspA_IM30	 YCII PgsA:CDP-OH_P_transf+TMs CinA ClgR:HTH PspA* ? ABC-ATPase ? DUF3046 
AMW04363.1	TypeIII_chaperone-CesT-YbjN->PspA*->	PspA_IM30	-	PspA_IM30	287	GEMMAAP_04905	Gemmatimonas phototrophica	bacteria>gemmatimonadetes	phage-shock protein [Gemmatimonas phototrophica]	1015603446	bacteria>fcb group	bacteria>fcb group>gemmatimonadetes>gemmatimonadetes	bacteria	PspA_IM30	TypeIII_chaperone-CesT-YbjN->PspA*->	PspA_IM30	TypeIII_chaperone-CesT-YbjN PspA* 
APT87037.1	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	SIG	PspA_IM30	287	CFLV_07445	Corynebacterium flavescens	bacteria>actinobacteria	hypothetical protein CFLV_07445 [Corynebacterium flavescens]	1129922831	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	 DUF3046 ? ABC-ATPase ? PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs YCII 
APT89706.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	287	CFRA_11270	Corynebacterium frankenforstense DSM 45800	bacteria>actinobacteria	hypothetical protein CFRA_11270 [Corynebacterium frankenforstense DSM 45800]	1129926755	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
XP_002948865.1	<-Snf7*	PspA_IM30	-	PspA_IM30	287	VOLCADRAFT_104059	Volvox carteri f nagariensis	eukaryota>viridiplantae>chlorophyta	hypothetical protein VOLCADRAFT_104059 [Volvox carteri f. nagariensis]	302834605	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota	PspA_IM30	<-Snf7*	PspA_IM30	 Snf7*
AHI03266.1	<-DUF3046<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	PspA_IM30	SIG	PspA_IM30	286	CFAL_06255	Corynebacterium falsenii DSM 44353	bacteria>actinobacteria	hypothetical protein CFAL_06255 [Corynebacterium falsenii DSM 44353]	578015008	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	PspA_IM30	 DUF3046 PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs
AIG64849.1	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	-	PspA_IM30	286	CATYP_10170	Corynebacterium atypicum	bacteria>actinobacteria	hypothetical protein CATYP_10170 [Corynebacterium atypicum]	667688237	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	NYN PspA* Thioredoxin:trxA
AIT79426.1	<-PspF:Sigma54+HTH||?->PspA*->PspC+PspB-new->PspB-new->PspB-new->PspB-new->	PspA_IM30	-	PspA_IM30	286	JI59_06345	Novosphingobium pentaromativorans US61	bacteria>proteobacteria>alphaproteobacteria	phage-shock protein [Novosphingobium pentaromativorans US6-1]	698179901	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||?->PspA*->PspC+PspB->PspB->PspB->PspB->	PspA_IM30	 PspF:Sigma54+HTH ? PspA* PspC+PspB PspB PspB PspB 
AKK12124.1	NYN-><-PspA*<-Thioredoxin:trxA	SIG+PspA_IM30	SIG	PspA_IM30	286	CUTER_10815	Corynebacterium uterequi	bacteria>actinobacteria	phage shock protein A (PspA) family protein [Corynebacterium uterequi]	827637390	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	SIG+PspA_IM30	NYN-><-PspA*<-Thioredoxin:trxA	SIG PspA_IM30	NYN PspA* Thioredoxin:trxA
ANU08485.1	<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB-new->PspB-new->PspB-new->	PspA_IM30	-	PspA_IM30	286	pspA	Altererythrobacter namhicola	bacteria>proteobacteria>alphaproteobacteria	Phage shock protein A [Altererythrobacter namhicola]	1044955214	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspA_IM30	<-PspF:Sigma54+HTH||?->PspA*->PspB->PspC+PspB->PspB->PspB->	PspA_IM30	 PspF:Sigma54+HTH ? PspA* PspB PspC+PspB PspB PspB 
BAC19621.1	NYN-><-PspA*	PspA_IM30	-	PspA_IM30	286	-	Corynebacterium efficiens YS314	bacteria>actinobacteria	conserved hypothetical protein [Corynebacterium efficiens YS-314]	23494655	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*	PspA_IM30	NYN PspA*
BAL92143.1	<-Bac_luciferase||?-><-?||?-><-PspM:SIG+TMs<-PspA*	PspA_IM30	-	PspA_IM30	286	AMIS_69230	Actinoplanes missouriensis 431	bacteria>actinobacteria	hypothetical protein AMIS_69230 [Actinoplanes missouriensis 431]	381375325	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-Bac_luciferase||?-><-?||?-><-PspM:SIG+TMs<-PspA*	PspA_IM30	 Bac_luciferase ? ? ? PspM:SIG+TMs PspA*
CCA92040.1	<-PspB-new<-PspB-new<-PspC+PspB-new<-PspA*	PspA_IM30	-	PspA_IM30	286	PP1Y_AT11156	Novosphingobium sp PP1Y	bacteria>proteobacteria>alphaproteobacteria	phage shock protein A, PspA [Novosphingobium sp. PP1Y]	333938682	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	PspA_IM30	<-PspB<-PspB<-PspC+PspB<-PspA*	PspA_IM30	 PspB PspB PspC+PspB PspA*
XP_013900795.1	<-Snf7*	SIG+PspA_IM30	SIG	PspA_IM30	286	MNEG_6184	Monoraphidium neglectum	eukaryota>viridiplantae>chlorophyta	putative membrane-associated protein, chloroplastic Flags: Precursor [Monoraphidium neglectum]	926784642	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota>archaeplastida>viridiplantae>chlorophyta	eukaryota	SIG+PspA_IM30	<-Snf7*	SIG PspA_IM30	 Snf7*
AFZ73846.1	<-ADH_short<-?||PspA*->	PspA_IM30	-	PspA_IM30	285	Natgr_2697	Natronobacterium gregoryi SP2	archaea>euryarchaeota	phage shock protein A (IM30), suppresses sigma54-dependent transcription [Natronobacterium gregoryi SP2]	429136835	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspA_IM30	<-ADH_short<-?||PspA*->	PspA_IM30	 ADH_short ? PspA* 
AGL20287.1	<-Bac_luciferase||?->?-><-PspM:SIG+TMs<-PspA*||?-><-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	PspA_IM30	SIG	PspA_IM30	285	L083_6777	Actinoplanes sp N902109	bacteria>actinobacteria	PspA/IM30 family protein [Actinoplanes sp. N902-109]	492008967	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-Bac_luciferase||?->?-><-PspM:SIG+TMs<-PspA*||?-><-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	PspA_IM30	 Bac_luciferase ? ? PspM:SIG+TMs PspA* ? ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs
AKB74161.1	PspA*->X?->	PspA_IM30	-	PspA_IM30	285	MSLAZ_0900	Methanosarcina lacustris Z7289	archaea>euryarchaeota	Phage shock protein A [Methanosarcina lacustris Z-7289]	805378089	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspA_IM30	PspA*->X?->	PspA_IM30	PspA* X? 
AKK06150.1	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	SIG	PspA_IM30	285	CMUST_09165	Corynebacterium mustelae	bacteria>actinobacteria	phage shock protein A (PspA) family protein [Corynebacterium mustelae]	827631031	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs||YCII->	PspA_IM30	 DUF3046 ? ABC-ATPase ? PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs YCII 
AQL43501.1	<-PspA*	PspA_IM30	-	PspA_IM30	285	BV210_12705	Halorientalis sp IM1011	archaea>euryarchaeota	phage shock protein A [Halorientalis sp. IM1011]	1142897829	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
CAM05061.1	<-PspM:SIG+TMs<-PspA*	PspA_IM30	-	PspA_IM30	285	SACE_5878	Saccharopolyspora erythraea NRRL 2338	bacteria>actinobacteria	phage shock protein A, PspA [Saccharopolyspora erythraea NRRL 2338]	133914948	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspM:SIG+TMs<-PspA*	PspA_IM30	 PspM:SIG+TMs PspA*
ADD43907.1	<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs<-?||ADH_short->	PspA_IM30	-	PspA_IM30	284	Snas_4258	Stackebrandtia nassauensis DSM 44728	bacteria>actinobacteria	phage shock protein A, PspA [Stackebrandtia nassauensis DSM 44728]	290570942	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspM:SIG+TMs<-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs<-?||ADH_short->	PspA_IM30	 PspM:SIG+TMs PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs ? ADH_short 
AGP30946.1	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	PspA_IM30	SIG	PspA_IM30	284	A606_06495	Corynebacterium terpenotabidum Y11	bacteria>actinobacteria	hypothetical protein A606_06495 [Corynebacterium terpenotabidum Y-11]	521018394	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-DUF3046||?->ABC-ATPase->?-><-PspA*<-ClgR:HTH<-CinA<-PgsA:CDP-OH_P_transf+TMs	PspA_IM30	 DUF3046 ? ABC-ATPase ? PspA* ClgR:HTH CinA PgsA:CDP-OH_P_transf+TMs
AHG04612.1	PspA*->	PspA_IM30	-	PspA_IM30	284	HALDL1_14185	Halobacterium sp DL1	archaea>euryarchaeota	phage-shock protein [Halobacterium sp. DL1]	573486206	archaea>euryarchaeota	archaea>euryarchaeota	archaea	PspA_IM30	PspA*->	PspA_IM30	PspA* 
