AccNum	ClustName	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_018646976.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+EP1	1193	Smp_085540.1	eukaryota>metazoa	Schistosoma mansoni	GCF_000237925.1
XP_018646979.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SidE	1493	Smp_085540.1	eukaryota>metazoa	Schistosoma mansoni	GCF_000237925.1
XP_018646978.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+EP1+MA	1591	Smp_085540.1	eukaryota>metazoa	Schistosoma mansoni	GCF_000237925.1
XP_018646980.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SidE+MA+MA	1839	Smp_085540.1	eukaryota>metazoa	Schistosoma mansoni	GCF_000237925.1
XP_018646981.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA+MA+PspA	1937	Smp_085540.1	eukaryota>metazoa	Schistosoma mansoni	GCF_000237925.1
Smar1000011578	Myosin_N+Myosin_head+Myosin_tail_1	-	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PspA+PspA	2008	Smar1000011578	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
XP_002613069.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+EP1+MA	1348	BRAFLDRAFT_125693	eukaryota>metazoa>chordata	Branchiostoma floridae	GCF_000003815.1
XP_018671078.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+EP1	1636	LOC100186390	eukaryota>metazoa>chordata	Ciona intestinalis	-
XP_018669646.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1928	LOC100176037	eukaryota>metazoa>chordata	Ciona intestinalis	GCF_000224145.3
XP_018670545.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPX+EP1	1308	LOC100182775	eukaryota>metazoa>chordata	Ciona intestinalis	GCF_000224145.3
XP_002119856.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1928	LOC100184395	eukaryota>metazoa>chordata	Ciona intestinalis	GCF_000224145.3
CBY08014.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+MA+MA+PspA	1927	GSOID_T00003382001	eukaryota>metazoa>chordata	Oikopleura dioica	GCA_000209535.1
CBY13267.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SidE+SIGMA-HTH	1941	GSOID_T00004047001	eukaryota>metazoa>chordata	Oikopleura dioica	GCA_000209535.1
CBY07022.1	Myosin_N+Myosin_head+Myosin_tail_1	<-Myosin_N+Myosin_head+Myosin_tail_1*	Myosin_head+Myosin_tail_1+MFS_1	PspA+SidE+SIGMA-HTH+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	2355	GSOID_T00006103001	eukaryota>metazoa>chordata	Oikopleura dioica	GCA_000209535.1
CBY19344.1	Myosin_N+Myosin_head+Myosin_tail_1	<-Myosin_N+Myosin_head+Myosin_tail_1*	Myosin_head+Myosin_tail_1	SPX+MA+MA	1927	GSOID_T00008354001	eukaryota>metazoa>chordata	Oikopleura dioica	GCA_000209535.1
CBY11834.1	Myosin_N+Myosin_head+Myosin_tail_1	<-Myosin_N+Myosin_head+Myosin_tail_1*<-ORC-AAA	Myosin_head+Myosin_tail_1	-	1589	GSOID_T00017172001	eukaryota>metazoa>chordata	Oikopleura dioica	GCA_000209535.1
XP_015150680.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA+EP1	1939	MYH13	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015150708.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA+MA	1940	MYH1D	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_003642358.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PspA+DOC	1941	MYH1G	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015150707.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PspA+DOC	1970	MYH1G	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015152280.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015150612.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1986	MYH10	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015150611.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1997	MYH10	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_990805.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	2007	MYH10	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015150610.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	2007	MYH10	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015151264.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA	1937	MYH15	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_990097.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA	1937	MYH15	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_001013414.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA	1940	MYH1A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_989559.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	DOC	1944	MYH1B	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_001107181.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MIP-T3+SidE	1941	MYH1C	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_001013415.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PVC-AAA	1939	MYH1E	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_001231409.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+MA	1939	MYH1F	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015151151.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SidE+SidE	1927	MYH7	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_001001302.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+SidE	1931	MYH7	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015151150.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+SidE+EP1	1994	MYH7	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_990808.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE+SIGMA-HTH	1959	MYH9	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_016883476.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	MA	1807	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884295.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884293.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884292.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_011528499.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_016884294.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
NP_005954.3	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+SIGMA-HTH+PVC-AAA	1939	MYH1	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_016880164.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+SIGMA-HTH+PVC-AAA	1939	MYH1	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_003793.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+MA+MA	1938	MYH13	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_060004.3	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1941	MYH2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_001093582.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1941	MYH2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_011522173.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	MYH3	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_011522172.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	MYH3	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_002461.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	MYH3	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_060003.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA	1939	MYH4	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_016880165.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA	1939	MYH4	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_002462.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPOUT+PspA+EP1+Phage-tail-tape+SidE	1939	MYH6	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_016876829.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPOUT+PspA+SidE	1935	MYH7	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_000248.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPOUT+PspA+SidE	1935	MYH7	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_011527250.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	MA	1738	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_011527249.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	MA	1738	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_065935.3	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	SIG+Myosin_N+Myosin_head+Myosin_tail_1	SIG+MA	1983	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_006723903.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	SIG+Myosin_N+Myosin_head+Myosin_tail_1	SIG+MA	1989	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_011527243.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	SIG+Myosin_N+Myosin_head+Myosin_tail_1	SIG+MA	1997	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_016883475.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	SIG+Myosin_N+Myosin_head+Myosin_tail_1	SIG+MA	2003	MYH7B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_002463.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE+MA+SIGMA-HTH	1937	MYH8	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_002464.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SIGMA-HTH	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_005560929.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+EP1+SidE	1935	LOC102118628	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005582953.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA	1939	LOC102144483	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005582954.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA	1939	LOC102144483	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005582955.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PVC-AAA	1938	LOC102145107	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293128.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SidE+PVC-AAA	1938	LOC102145107	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293127.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SidE	1899	LOC102145458	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005582956.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+MA+PVC-AAA	1939	LOC102145458	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005582958.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+SIGMA-HTH	1937	LOC102146102	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293131.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	LOC102146855	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293130.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	MA+MA+MA	1938	MYH13	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015309076.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPOUT+EP1+SidE	1939	MYH6	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005560927.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SPOUT+EP1+SidE	1939	MYH6	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005568864.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	-	1712	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015313462.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1908	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015313461.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015313458.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015313457.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015313459.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015313460.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1941	MYH7B	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005567470.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+PspA	1960	MYH9	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_017171331.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1935	Myh7	eukaryota>metazoa>chordata>vertebrata	Mus musculus	-
XP_017169807.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SIGMA-HTH+PVC-AAA	1942	Myh1	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_109604.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SIGMA-HTH+PVC-AAA	1942	Myh1	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_001074719.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH+MA	1938	Myh13	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_001034634.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA	1942	Myh2	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_001093105.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	Myh3	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006532475.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+PVC-AAA	1940	Myh3	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_034985.2	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	PspA+SIGMA-HTH+MA+MA	1939	Myh4	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_034986.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1938	Myh6	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_001157643.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1938	Myh6	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006518740.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1939	Myh6	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_006518741.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1939	Myh6	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
NP_542766.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1935	Myh7	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_017171330.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_N+Myosin_head+Myosin_tail_1	EP1+SidE	1935	Myh7	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_017174699.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	-	1744	Myh7b	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_017174698.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SIGMA-HTH	1765	Myh7b	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_017174697.1	Myosin_N+Myosin_head+Myosin_tail_1	Myosin_N+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SidE	1814	Myh7b	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
